timestamp,device_id,device_type,room,power_consumption_kwh,carbon_emission_kg,status,temperature
2025-11-18T11:00:00.000Z,D2265,Fan,Bedroom,2.038,0.968,OFF,28.1
2025-11-18T11:10:00.000Z,D8985,Heater,Garage,1.449,0.688,OFF,19.4
2025-11-18T11:20:00.000Z,D3587,Refrigerator,Living Room,1.276,0.606,ON,32.1
2025-11-18T11:30:00.000Z,D3418,Laptop,Office,1.999,0.95,OFF,30.5
2025-11-18T11:40:00.000Z,D5281,Laptop,Garage,1.343,0.638,OFF,20.1
2025-11-18T11:50:00.000Z,D5105,Fan,Garage,0.566,0.269,ON,29.4
2025-11-18T12:00:00.000Z,D2280,Light,Office,0.982,0.466,ON,29.1
2025-11-18T12:10:00.000Z,D5855,Washing Machine,Kitchen,0.582,0.276,ON,21.9
2025-11-18T12:20:00.000Z,D9498,Laptop,Bedroom,2.102,0.998,ON,19.9
2025-11-18T12:30:00.000Z,D9153,AC,Kitchen,2.199,1.045,OFF,23.7
2025-11-18T12:40:00.000Z,D9553,Refrigerator,Bedroom,1.493,0.709,OFF,32.6
2025-11-18T12:50:00.000Z,D9393,Washing Machine,Living Room,2.102,0.998,ON,34.3
2025-11-18T13:00:00.000Z,D7732,Fan,Bedroom,1.266,0.601,ON,26.6
2025-11-18T13:10:00.000Z,D3960,Fan,Living Room,0.077,0.037,ON,19
2025-11-18T13:20:00.000Z,D9440,Washing Machine,Living Room,1.58,0.75,OFF,22.7
2025-11-18T13:30:00.000Z,D1625,AC,Garage,1.637,0.778,OFF,25.8
2025-11-18T13:40:00.000Z,D6780,Laptop,Living Room,1.425,0.677,OFF,32.5
2025-11-18T13:50:00.000Z,D7737,Heater,Bedroom,1.826,0.867,OFF,19.3
2025-11-18T14:00:00.000Z,D3859,Heater,Office,0.318,0.151,OFF,30.2
2025-11-18T14:10:00.000Z,D1664,Washing Machine,Office,2.203,1.046,OFF,20.3
2025-11-18T14:20:00.000Z,D2253,Refrigerator,Kitchen,0.144,0.068,ON,27
2025-11-18T14:30:00.000Z,D2133,Fan,Living Room,0.962,0.457,ON,21.2
2025-11-18T14:40:00.000Z,D1981,Fan,Garage,1.365,0.648,ON,27.9
2025-11-18T14:50:00.000Z,D9173,Fan,Garage,0.653,0.31,ON,23.2
2025-11-18T15:00:00.000Z,D3285,Light,Kitchen,2.134,1.014,OFF,29
2025-11-18T15:10:00.000Z,D7917,AC,Garage,0.143,0.068,OFF,33.8
2025-11-18T15:20:00.000Z,D9656,Laptop,Living Room,1.846,0.877,ON,23.4
2025-11-18T15:30:00.000Z,D6800,Laptop,Garage,0.624,0.296,ON,29.3
2025-11-18T15:40:00.000Z,D5558,Laptop,Office,0.083,0.039,ON,25.6
2025-11-18T15:50:00.000Z,D4588,Washing Machine,Office,0.163,0.077,OFF,24.4
2025-11-18T16:00:00.000Z,D2245,Laptop,Kitchen,0.172,0.082,OFF,29.9
2025-11-18T16:10:00.000Z,D4670,Washing Machine,Bedroom,1.927,0.915,OFF,21.3
2025-11-18T16:20:00.000Z,D6021,Light,Living Room,0.557,0.265,ON,26.9
2025-11-18T16:30:00.000Z,D6765,AC,Living Room,0.056,0.027,OFF,24.4
2025-11-18T16:40:00.000Z,D2797,Heater,Living Room,2.14,1.016,OFF,25.3
2025-11-18T16:50:00.000Z,D9757,Laptop,Living Room,0.489,0.232,ON,27.5
2025-11-18T17:00:00.000Z,D4699,Light,Bedroom,0.69,0.328,ON,24.5
2025-11-18T17:10:00.000Z,D7002,Washing Machine,Bedroom,1.132,0.538,ON,30.2
2025-11-18T17:20:00.000Z,D5735,Laptop,Garage,1.859,0.883,OFF,19.1
2025-11-18T17:30:00.000Z,D2199,Light,Office,0.982,0.466,OFF,18.4
2025-11-18T17:40:00.000Z,D8481,Fan,Bedroom,0.985,0.468,ON,22.2
2025-11-18T17:50:00.000Z,D1456,Refrigerator,Bedroom,2.429,1.154,ON,21.2
2025-11-18T18:00:00.000Z,D2361,Laptop,Kitchen,0.164,0.078,ON,33.6
2025-11-18T18:10:00.000Z,D3091,AC,Kitchen,1.985,0.943,ON,29.3
2025-11-18T18:20:00.000Z,D6369,Fan,Bedroom,2.101,0.998,ON,31.6
2025-11-18T18:30:00.000Z,D6931,Heater,Bedroom,0.23,0.109,ON,34.6
2025-11-18T18:40:00.000Z,D4310,AC,Office,1.855,0.881,OFF,34
2025-11-18T18:50:00.000Z,D6433,Heater,Kitchen,1.328,0.631,OFF,32.1
2025-11-18T19:00:00.000Z,D9856,Fan,Garage,1.047,0.497,OFF,27.3
2025-11-18T19:10:00.000Z,D7373,Refrigerator,Bedroom,0.731,0.347,ON,25.4
2025-11-18T19:20:00.000Z,D4658,AC,Office,2.482,1.179,OFF,21.5
2025-11-18T19:30:00.000Z,D4351,Washing Machine,Bedroom,0.23,0.109,ON,18.8
2025-11-18T19:40:00.000Z,D1216,Fan,Garage,0.424,0.201,OFF,23.9
2025-11-18T19:50:00.000Z,D9609,Refrigerator,Bedroom,1.618,0.769,OFF,29.8
2025-11-18T20:00:00.000Z,D2349,Heater,Bedroom,2.144,1.018,ON,31.3
2025-11-18T20:10:00.000Z,D5472,Washing Machine,Garage,0.926,0.44,OFF,29.5
2025-11-18T20:20:00.000Z,D3060,Laptop,Office,2.358,1.12,OFF,29.7
2025-11-18T20:30:00.000Z,D8296,Fan,Living Room,0.752,0.357,ON,32.9
2025-11-18T20:40:00.000Z,D2141,Fan,Kitchen,1.08,0.513,ON,32
2025-11-18T20:50:00.000Z,D3424,AC,Bedroom,0.198,0.094,OFF,29.1
2025-11-18T21:00:00.000Z,D6764,Laptop,Bedroom,2.405,1.142,ON,28.7
2025-11-18T21:10:00.000Z,D2658,Heater,Office,0.691,0.328,ON,23
2025-11-18T21:20:00.000Z,D6123,Heater,Bedroom,1.212,0.576,OFF,18.4
2025-11-18T21:30:00.000Z,D8548,Light,Living Room,1.18,0.56,OFF,22
2025-11-18T21:40:00.000Z,D7879,Laptop,Garage,2.089,0.992,OFF,26.6
2025-11-18T21:50:00.000Z,D1592,Light,Office,0.505,0.24,OFF,22
2025-11-18T22:00:00.000Z,D5943,Laptop,Office,0.512,0.243,ON,31.9
2025-11-18T22:10:00.000Z,D5002,Washing Machine,Kitchen,1.848,0.878,ON,31.4
2025-11-18T22:20:00.000Z,D8146,Refrigerator,Living Room,0.619,0.294,OFF,28.5
2025-11-18T22:30:00.000Z,D4013,Fan,Kitchen,1.481,0.703,OFF,28.6
2025-11-18T22:40:00.000Z,D9587,Washing Machine,Bedroom,1.045,0.496,ON,32.1
2025-11-18T22:50:00.000Z,D3419,Laptop,Living Room,0.521,0.247,OFF,19.8
2025-11-18T23:00:00.000Z,D6848,Laptop,Garage,1.949,0.926,ON,21.2
2025-11-18T23:10:00.000Z,D3673,Refrigerator,Garage,0.138,0.066,OFF,19.8
2025-11-18T23:20:00.000Z,D6547,Laptop,Kitchen,0.948,0.45,ON,32.4
2025-11-18T23:30:00.000Z,D6660,Heater,Office,1.454,0.691,OFF,33.6
2025-11-18T23:40:00.000Z,D5675,Heater,Kitchen,2.353,1.118,OFF,29.4
2025-11-18T23:50:00.000Z,D6541,Washing Machine,Garage,1.538,0.731,ON,20.7
2025-11-19T00:00:00.000Z,D8275,Laptop,Office,2.377,1.129,ON,31.8
2025-11-19T00:10:00.000Z,D5186,Light,Living Room,2.359,1.121,ON,29.9
2025-11-19T00:20:00.000Z,D2682,Washing Machine,Garage,1.973,0.937,ON,18.1
2025-11-19T00:30:00.000Z,D1568,Washing Machine,Garage,1.402,0.666,ON,28.8
2025-11-19T00:40:00.000Z,D2327,Heater,Living Room,2.398,1.139,ON,26.9
2025-11-19T00:50:00.000Z,D6340,Washing Machine,Office,1.046,0.497,ON,21.6
2025-11-19T01:00:00.000Z,D9169,Refrigerator,Kitchen,0.124,0.059,OFF,23.2
2025-11-19T01:10:00.000Z,D6130,Fan,Bedroom,2.5,1.188,OFF,19.7
2025-11-19T01:20:00.000Z,D3881,Fan,Kitchen,0.537,0.255,OFF,21.8
2025-11-19T01:30:00.000Z,D6797,Light,Kitchen,0.158,0.075,ON,24.4
2025-11-19T01:40:00.000Z,D4227,Laptop,Office,1.534,0.729,ON,25.7
2025-11-19T01:50:00.000Z,D8295,AC,Kitchen,1.683,0.799,OFF,25
2025-11-19T02:00:00.000Z,D9136,Washing Machine,Office,1.483,0.704,ON,19.1
2025-11-19T02:10:00.000Z,D5761,Refrigerator,Living Room,0.45,0.214,ON,20.1
2025-11-19T02:20:00.000Z,D3674,Laptop,Office,2.038,0.968,OFF,34.4
2025-11-19T02:30:00.000Z,D5286,AC,Office,0.542,0.257,OFF,23.7
2025-11-19T02:40:00.000Z,D5006,Fan,Bedroom,0.609,0.289,ON,20.7
2025-11-19T02:50:00.000Z,D9581,Laptop,Office,0.103,0.049,ON,31.6
2025-11-19T03:00:00.000Z,D2827,Washing Machine,Kitchen,1.485,0.705,OFF,32.7
2025-11-19T03:10:00.000Z,D3091,Fan,Living Room,2.044,0.971,OFF,23.3
2025-11-19T03:20:00.000Z,D5928,Washing Machine,Garage,0.846,0.402,ON,31.3
2025-11-19T03:30:00.000Z,D1622,Laptop,Garage,1.329,0.631,ON,29
2025-11-19T03:40:00.000Z,D4939,AC,Kitchen,1.339,0.636,OFF,32.1
2025-11-19T03:50:00.000Z,D8205,AC,Office,0.302,0.143,ON,30.4
2025-11-19T04:00:00.000Z,D9817,AC,Garage,1.028,0.488,OFF,26.6
2025-11-19T04:10:00.000Z,D6816,Laptop,Garage,1.503,0.714,OFF,23.1
2025-11-19T04:20:00.000Z,D4060,AC,Kitchen,2.438,1.158,OFF,34.8
2025-11-19T04:30:00.000Z,D4360,Heater,Kitchen,1.94,0.921,OFF,29.6
2025-11-19T04:40:00.000Z,D2861,Heater,Kitchen,0.415,0.197,OFF,27
2025-11-19T04:50:00.000Z,D9163,Refrigerator,Kitchen,1.716,0.815,ON,20
2025-11-19T05:00:00.000Z,D6687,Refrigerator,Bedroom,0.328,0.156,ON,25
2025-11-19T05:10:00.000Z,D9385,AC,Garage,1.085,0.515,ON,24.5
2025-11-19T05:20:00.000Z,D5692,Laptop,Kitchen,1.102,0.523,OFF,21
2025-11-19T05:30:00.000Z,D6037,AC,Kitchen,0.599,0.285,ON,31.6
2025-11-19T05:40:00.000Z,D6612,Washing Machine,Living Room,1.865,0.886,ON,31.9
2025-11-19T05:50:00.000Z,D2176,Heater,Living Room,1.914,0.909,ON,30.6
2025-11-19T06:00:00.000Z,D6014,AC,Bedroom,2.468,1.172,ON,25.7
2025-11-19T06:10:00.000Z,D3568,Laptop,Garage,1.084,0.515,OFF,24.6
2025-11-19T06:20:00.000Z,D9595,Refrigerator,Living Room,1.847,0.877,ON,25.7
2025-11-19T06:30:00.000Z,D2267,Laptop,Office,1.623,0.771,ON,22
2025-11-19T06:40:00.000Z,D8593,Fan,Office,0.703,0.334,ON,21.6
2025-11-19T06:50:00.000Z,D4471,Washing Machine,Living Room,0.588,0.279,ON,18.1
2025-11-19T07:00:00.000Z,D1376,Heater,Kitchen,1.65,0.784,OFF,29.5
2025-11-19T07:10:00.000Z,D3683,Laptop,Garage,1.035,0.492,ON,28.5
2025-11-19T07:20:00.000Z,D7456,Light,Office,1.616,0.768,OFF,27
2025-11-19T07:30:00.000Z,D7887,AC,Bedroom,0.353,0.168,ON,34.1
2025-11-19T07:40:00.000Z,D3157,AC,Bedroom,0.348,0.165,OFF,29.4
2025-11-19T07:50:00.000Z,D7125,Laptop,Bedroom,1.633,0.776,OFF,21.7
2025-11-19T08:00:00.000Z,D7513,Laptop,Bedroom,1.163,0.552,OFF,26.9
2025-11-19T08:10:00.000Z,D8895,Heater,Office,0.442,0.21,ON,18.1
2025-11-19T08:20:00.000Z,D8004,Laptop,Office,0.691,0.328,OFF,30.2
2025-11-19T08:30:00.000Z,D5558,Washing Machine,Office,2.428,1.153,ON,25.7
2025-11-19T08:40:00.000Z,D9215,Laptop,Living Room,2.059,0.978,OFF,24.5
2025-11-19T08:50:00.000Z,D6788,Laptop,Kitchen,1.347,0.64,OFF,23.8
2025-11-19T09:00:00.000Z,D6457,Fan,Office,0.818,0.389,OFF,25.5
2025-11-19T09:10:00.000Z,D4620,Washing Machine,Garage,2.458,1.168,ON,30
2025-11-19T09:20:00.000Z,D2578,Fan,Office,1.461,0.694,OFF,26.4
2025-11-19T09:30:00.000Z,D8063,Heater,Office,0.708,0.336,ON,19
2025-11-19T09:40:00.000Z,D2635,Fan,Garage,1.159,0.551,ON,20.3
2025-11-19T09:50:00.000Z,D7477,Fan,Office,0.735,0.349,OFF,29.6
2025-11-19T10:00:00.000Z,D9221,Washing Machine,Garage,0.905,0.43,OFF,22.8
2025-11-19T10:10:00.000Z,D9425,Laptop,Office,1.039,0.494,OFF,19
2025-11-19T10:20:00.000Z,D9650,Heater,Bedroom,1.617,0.768,ON,28
2025-11-19T10:30:00.000Z,D4373,Washing Machine,Garage,1.744,0.828,ON,34.7
2025-11-19T10:40:00.000Z,D3501,Fan,Bedroom,0.099,0.047,ON,19.9
2025-11-19T10:50:00.000Z,D7551,Laptop,Bedroom,1.987,0.944,OFF,32.8
2025-11-19T11:00:00.000Z,D1282,Washing Machine,Kitchen,0.427,0.203,ON,22.1
2025-11-19T11:10:00.000Z,D6900,AC,Office,1.212,0.576,OFF,19.2
2025-11-19T11:20:00.000Z,D5435,Fan,Kitchen,1.295,0.615,OFF,19.7
2025-11-19T11:30:00.000Z,D6245,Laptop,Office,1.667,0.792,ON,34.8
2025-11-19T11:40:00.000Z,D6099,Laptop,Bedroom,1.33,0.632,OFF,22.1
2025-11-19T11:50:00.000Z,D3645,Laptop,Kitchen,0.195,0.093,ON,26.9
2025-11-19T12:00:00.000Z,D2051,Washing Machine,Living Room,2.371,1.126,ON,32
2025-11-19T12:10:00.000Z,D5050,AC,Living Room,1.107,0.526,ON,32.8
2025-11-19T12:20:00.000Z,D5484,Washing Machine,Kitchen,1.168,0.555,OFF,21.3
2025-11-19T12:30:00.000Z,D5580,Light,Garage,1.366,0.649,OFF,34.2
2025-11-19T12:40:00.000Z,D3920,Fan,Kitchen,2.211,1.05,OFF,21.3
2025-11-19T12:50:00.000Z,D5978,Fan,Garage,2.067,0.982,ON,29.3
2025-11-19T13:00:00.000Z,D1757,AC,Living Room,2.174,1.033,OFF,32.7
2025-11-19T13:10:00.000Z,D9656,Washing Machine,Kitchen,1.926,0.915,ON,21.8
2025-11-19T13:20:00.000Z,D7964,Fan,Garage,1.151,0.547,ON,25
2025-11-19T13:30:00.000Z,D2855,Fan,Bedroom,1.523,0.723,ON,32.3
2025-11-19T13:40:00.000Z,D8992,Refrigerator,Kitchen,0.315,0.15,ON,18.8
2025-11-19T13:50:00.000Z,D8882,Heater,Office,1.532,0.728,OFF,25.7
2025-11-19T14:00:00.000Z,D2272,Heater,Kitchen,2.492,1.184,OFF,28.3
2025-11-19T14:10:00.000Z,D7254,AC,Garage,2.064,0.98,OFF,29.1
2025-11-19T14:20:00.000Z,D8368,AC,Office,0.671,0.319,ON,20.3
2025-11-19T14:30:00.000Z,D1284,Refrigerator,Living Room,1.941,0.922,OFF,26.9
2025-11-19T14:40:00.000Z,D7778,Heater,Office,1.967,0.934,OFF,21.3
2025-11-19T14:50:00.000Z,D4340,Heater,Kitchen,2.116,1.005,OFF,34.7
2025-11-19T15:00:00.000Z,D8368,Refrigerator,Office,2.134,1.014,ON,28.9
2025-11-19T15:10:00.000Z,D7753,Light,Garage,2.3,1.092,ON,20.3
2025-11-19T15:20:00.000Z,D1211,Heater,Kitchen,1.984,0.942,ON,23.5
2025-11-19T15:30:00.000Z,D1070,AC,Bedroom,1.05,0.499,ON,25.4
2025-11-19T15:40:00.000Z,D3665,Washing Machine,Kitchen,0.15,0.071,ON,31.3
2025-11-19T15:50:00.000Z,D5704,Refrigerator,Bedroom,0.211,0.1,OFF,19.4
2025-11-19T16:00:00.000Z,D6284,Heater,Garage,1.077,0.512,OFF,30.7
2025-11-19T16:10:00.000Z,D6165,Laptop,Office,2.181,1.036,ON,18.3
2025-11-19T16:20:00.000Z,D5908,Fan,Living Room,2.101,0.998,OFF,18
2025-11-19T16:30:00.000Z,D3648,AC,Kitchen,0.304,0.144,ON,23.2
2025-11-19T16:40:00.000Z,D7683,AC,Garage,0.128,0.061,OFF,34.2
2025-11-19T16:50:00.000Z,D9967,Fan,Bedroom,1.389,0.66,OFF,24.7
2025-11-19T17:00:00.000Z,D5620,Laptop,Living Room,0.831,0.395,OFF,33.8
2025-11-19T17:10:00.000Z,D3384,Refrigerator,Garage,0.99,0.47,ON,21.2
2025-11-19T17:20:00.000Z,D5981,Light,Living Room,0.474,0.225,ON,29.6
2025-11-19T17:30:00.000Z,D4257,Light,Bedroom,1.662,0.789,ON,31.6
2025-11-19T17:40:00.000Z,D6107,Refrigerator,Bedroom,0.326,0.155,ON,32.1
2025-11-19T17:50:00.000Z,D6944,Light,Living Room,0.631,0.3,OFF,21.7
2025-11-19T18:00:00.000Z,D6366,Washing Machine,Bedroom,2.326,1.105,ON,27.6
2025-11-19T18:10:00.000Z,D8961,Washing Machine,Office,1.355,0.644,OFF,34.3
2025-11-19T18:20:00.000Z,D6412,Refrigerator,Office,1.459,0.693,OFF,23.7
2025-11-19T18:30:00.000Z,D9116,Fan,Bedroom,0.88,0.418,OFF,21.8
2025-11-19T18:40:00.000Z,D2865,Light,Garage,1.87,0.888,OFF,31.4
2025-11-19T18:50:00.000Z,D9520,Washing Machine,Living Room,0.237,0.113,ON,34.9
2025-11-19T19:00:00.000Z,D5208,Refrigerator,Kitchen,1.052,0.5,ON,19.6
2025-11-19T19:10:00.000Z,D8303,Heater,Kitchen,1.588,0.754,ON,29.2
2025-11-19T19:20:00.000Z,D1004,Laptop,Office,0.061,0.029,ON,27.9
2025-11-19T19:30:00.000Z,D6941,Laptop,Living Room,1.258,0.598,ON,27.8
2025-11-19T19:40:00.000Z,D5388,Fan,Kitchen,0.53,0.252,OFF,25.5
2025-11-19T19:50:00.000Z,D2711,Heater,Living Room,0.575,0.273,OFF,26.2
2025-11-19T20:00:00.000Z,D3299,Washing Machine,Kitchen,1.646,0.782,ON,34.6
2025-11-19T20:10:00.000Z,D5696,Laptop,Bedroom,0.34,0.162,ON,27.5
2025-11-19T20:20:00.000Z,D6701,AC,Bedroom,1.642,0.78,ON,29.3
2025-11-19T20:30:00.000Z,D5060,Heater,Office,0.188,0.089,OFF,25.1
2025-11-19T20:40:00.000Z,D4080,Laptop,Garage,1.125,0.534,ON,29.7
2025-11-19T20:50:00.000Z,D3939,Washing Machine,Kitchen,0.216,0.103,OFF,28.2
2025-11-19T21:00:00.000Z,D1831,Fan,Garage,1.784,0.847,ON,34.5
2025-11-19T21:10:00.000Z,D4642,Washing Machine,Bedroom,2.482,1.179,OFF,22.2
2025-11-19T21:20:00.000Z,D4103,AC,Living Room,2.475,1.176,OFF,22.4
2025-11-19T21:30:00.000Z,D4385,Fan,Garage,2.316,1.1,OFF,32.3
2025-11-19T21:40:00.000Z,D4323,AC,Bedroom,1.896,0.901,OFF,22.8
2025-11-19T21:50:00.000Z,D4231,Laptop,Bedroom,0.358,0.17,ON,33.2
2025-11-19T22:00:00.000Z,D5404,Heater,Office,0.206,0.098,OFF,20.9
2025-11-19T22:10:00.000Z,D9989,Light,Bedroom,1.6,0.76,OFF,18.2
2025-11-19T22:20:00.000Z,D7463,Light,Bedroom,0.459,0.218,OFF,26.4
2025-11-19T22:30:00.000Z,D8331,Refrigerator,Garage,1.427,0.678,ON,27
2025-11-19T22:40:00.000Z,D4897,Heater,Garage,1.552,0.737,ON,24.7
2025-11-19T22:50:00.000Z,D7017,Light,Bedroom,1.3,0.617,ON,24
2025-11-19T23:00:00.000Z,D2603,Refrigerator,Office,1.598,0.759,ON,33.1
2025-11-19T23:10:00.000Z,D8793,Light,Living Room,0.365,0.173,OFF,27
2025-11-19T23:20:00.000Z,D4074,AC,Office,2.38,1.13,OFF,30.6
2025-11-19T23:30:00.000Z,D1806,Laptop,Living Room,1.094,0.52,OFF,28.7
2025-11-19T23:40:00.000Z,D9322,Laptop,Garage,1.732,0.823,OFF,21.3
2025-11-19T23:50:00.000Z,D9503,AC,Office,1.089,0.517,OFF,29
2025-11-20T00:00:00.000Z,D3548,Light,Garage,0.308,0.146,OFF,27.2
2025-11-20T00:10:00.000Z,D2932,Fan,Garage,1.828,0.868,OFF,27.3
2025-11-20T00:20:00.000Z,D5942,Fan,Office,0.741,0.352,OFF,34.5
2025-11-20T00:30:00.000Z,D1333,Heater,Office,1.198,0.569,OFF,25.9
2025-11-20T00:40:00.000Z,D1849,Heater,Kitchen,1.294,0.615,ON,23.3
2025-11-20T00:50:00.000Z,D3356,Heater,Bedroom,1.483,0.704,ON,30.2
2025-11-20T01:00:00.000Z,D3011,Laptop,Living Room,0.691,0.328,OFF,24.6
2025-11-20T01:10:00.000Z,D2239,Heater,Living Room,2.389,1.135,OFF,23.6
2025-11-20T01:20:00.000Z,D6246,Washing Machine,Kitchen,0.885,0.42,OFF,18.5
2025-11-20T01:30:00.000Z,D4069,Light,Bedroom,2.307,1.096,OFF,33.1
2025-11-20T01:40:00.000Z,D4853,Heater,Office,1.136,0.54,OFF,22.1
2025-11-20T01:50:00.000Z,D3249,Laptop,Kitchen,0.307,0.146,ON,23.6
2025-11-20T02:00:00.000Z,D6806,Light,Kitchen,1.542,0.732,OFF,31.3
2025-11-20T02:10:00.000Z,D6849,Heater,Living Room,1.443,0.685,ON,19.4
2025-11-20T02:20:00.000Z,D7741,Fan,Garage,0.473,0.225,ON,19.6
2025-11-20T02:30:00.000Z,D2264,Laptop,Garage,0.528,0.251,OFF,33
2025-11-20T02:40:00.000Z,D9435,AC,Kitchen,0.757,0.36,OFF,30.1
2025-11-20T02:50:00.000Z,D4703,AC,Bedroom,0.264,0.125,OFF,26
2025-11-20T03:00:00.000Z,D4835,Refrigerator,Bedroom,0.11,0.052,ON,19.3
2025-11-20T03:10:00.000Z,D2353,Washing Machine,Kitchen,1.387,0.659,OFF,22.2
2025-11-20T03:20:00.000Z,D8352,Refrigerator,Living Room,1.749,0.831,OFF,26.4
2025-11-20T03:30:00.000Z,D4417,AC,Garage,1.032,0.49,ON,31.2
2025-11-20T03:40:00.000Z,D1852,Heater,Garage,0.488,0.232,ON,32.5
2025-11-20T03:50:00.000Z,D7694,Laptop,Office,1.84,0.874,ON,29.2
2025-11-20T04:00:00.000Z,D6349,Laptop,Kitchen,1.09,0.518,ON,23.4
2025-11-20T04:10:00.000Z,D5076,Laptop,Kitchen,1.794,0.852,ON,23
2025-11-20T04:20:00.000Z,D5039,Heater,Kitchen,1.43,0.679,ON,20.1
2025-11-20T04:30:00.000Z,D7946,Washing Machine,Office,0.202,0.096,OFF,31.3
2025-11-20T04:40:00.000Z,D5993,Washing Machine,Living Room,0.488,0.232,OFF,30.3
2025-11-20T04:50:00.000Z,D2965,Refrigerator,Living Room,0.23,0.109,OFF,30.3
2025-11-20T05:00:00.000Z,D1239,Refrigerator,Garage,1.368,0.65,ON,21.2
2025-11-20T05:10:00.000Z,D3519,Washing Machine,Office,1.635,0.777,OFF,21.6
2025-11-20T05:20:00.000Z,D2508,Washing Machine,Garage,0.853,0.405,ON,24
2025-11-20T05:30:00.000Z,D4912,AC,Garage,0.925,0.439,OFF,34.9
2025-11-20T05:40:00.000Z,D8575,Washing Machine,Bedroom,2.194,1.042,ON,18.3
2025-11-20T05:50:00.000Z,D8934,Washing Machine,Office,2.338,1.111,ON,19.1
2025-11-20T06:00:00.000Z,D6081,Heater,Bedroom,0.504,0.239,OFF,23.6
2025-11-20T06:10:00.000Z,D8159,Light,Kitchen,2.059,0.978,ON,33
2025-11-20T06:20:00.000Z,D2028,Refrigerator,Bedroom,0.076,0.036,OFF,23.9
2025-11-20T06:30:00.000Z,D1783,Light,Garage,0.412,0.196,OFF,19.1
2025-11-20T06:40:00.000Z,D7147,Light,Kitchen,1.591,0.756,ON,25.7
2025-11-20T06:50:00.000Z,D9002,Laptop,Kitchen,2.262,1.074,OFF,32.1
2025-11-20T07:00:00.000Z,D9703,AC,Living Room,1.134,0.539,OFF,34.7
2025-11-20T07:10:00.000Z,D9003,Fan,Living Room,2.113,1.004,ON,30.8
2025-11-20T07:20:00.000Z,D9723,Heater,Bedroom,2.247,1.067,ON,23.8
2025-11-20T07:30:00.000Z,D1045,Heater,Kitchen,2.273,1.08,OFF,21.3
2025-11-20T07:40:00.000Z,D6167,Laptop,Garage,1.151,0.547,ON,26.3
2025-11-20T07:50:00.000Z,D2569,Light,Bedroom,1.538,0.731,ON,21.2
2025-11-20T08:00:00.000Z,D6151,Light,Living Room,1.768,0.84,ON,19.2
2025-11-20T08:10:00.000Z,D3669,Heater,Bedroom,2.433,1.156,OFF,30.8
2025-11-20T08:20:00.000Z,D1310,Light,Office,1.943,0.923,ON,34.8
2025-11-20T08:30:00.000Z,D8482,AC,Office,1.872,0.889,ON,22.7
2025-11-20T08:40:00.000Z,D8395,Washing Machine,Garage,1.584,0.752,OFF,33.2
2025-11-20T08:50:00.000Z,D8080,Refrigerator,Bedroom,0.367,0.174,OFF,21.4
2025-11-20T09:00:00.000Z,D7234,Heater,Living Room,1.504,0.714,OFF,27.1
2025-11-20T09:10:00.000Z,D1098,Fan,Kitchen,0.141,0.067,ON,34.5
2025-11-20T09:20:00.000Z,D1297,AC,Office,1.462,0.694,ON,29.7
2025-11-20T09:30:00.000Z,D2730,Heater,Office,0.713,0.339,ON,28.1
2025-11-20T09:40:00.000Z,D5995,Refrigerator,Bedroom,0.946,0.449,ON,26.8
2025-11-20T09:50:00.000Z,D3128,Fan,Garage,0.718,0.341,OFF,26.2
2025-11-20T10:00:00.000Z,D1381,Washing Machine,Living Room,1.08,0.513,ON,25.5
2025-11-20T10:10:00.000Z,D7915,Refrigerator,Living Room,1.608,0.764,ON,18.9
2025-11-20T10:20:00.000Z,D1192,Heater,Kitchen,1.103,0.524,OFF,29.7
2025-11-20T10:30:00.000Z,D8915,Refrigerator,Office,1.195,0.568,OFF,27.1
2025-11-20T10:40:00.000Z,D3212,Heater,Bedroom,0.277,0.132,ON,28.6
2025-11-20T10:50:00.000Z,D4306,Washing Machine,Living Room,1.133,0.538,ON,32.5
2025-11-20T11:00:00.000Z,D9569,Laptop,Kitchen,1.389,0.66,OFF,35
2025-11-20T11:10:00.000Z,D7951,Fan,Garage,0.086,0.041,OFF,31.2
2025-11-20T11:20:00.000Z,D4712,Washing Machine,Bedroom,0.342,0.162,OFF,20.2
2025-11-20T11:30:00.000Z,D1267,Light,Bedroom,0.616,0.293,OFF,27.4
2025-11-20T11:40:00.000Z,D4019,Refrigerator,Kitchen,1.291,0.613,ON,31.6
2025-11-20T11:50:00.000Z,D1421,Light,Garage,0.521,0.247,ON,24.9
2025-11-20T12:00:00.000Z,D5615,Refrigerator,Garage,2.026,0.962,ON,33.6
2025-11-20T12:10:00.000Z,D6900,Laptop,Garage,1.858,0.883,ON,26.9
2025-11-20T12:20:00.000Z,D8392,Light,Bedroom,2.403,1.141,OFF,27.7
2025-11-20T12:30:00.000Z,D4175,Refrigerator,Kitchen,0.941,0.447,OFF,21.2
2025-11-20T12:40:00.000Z,D8328,Fan,Bedroom,0.841,0.399,OFF,28.7
2025-11-20T12:50:00.000Z,D2825,Laptop,Office,2.101,0.998,ON,28.7
2025-11-20T13:00:00.000Z,D5351,Fan,Bedroom,0.219,0.104,ON,29.9
2025-11-20T13:10:00.000Z,D8721,Heater,Bedroom,2.035,0.967,OFF,19.8
2025-11-20T13:20:00.000Z,D4301,Fan,Bedroom,1.217,0.578,OFF,34.9
2025-11-20T13:30:00.000Z,D3852,Refrigerator,Office,0.196,0.093,OFF,32.8
